Bus Name,Bus Type,Start Time,End Time,Rating,Total Duration,Price,Seats Available,Route Name,Route Link,State
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,5:10,4.6,05h 15m,599,29 Seats available,Chandigarh To Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Hrtc
City Land Travels,Bharat Benz (2+2),23:30,5:30,1,06h 00m,889,25 Seats available,Chandigarh To Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Hrtc
Northern Travels,Volvo A/C Semi Sleeper (2+2),22:50,1:30,3.1,02h 40m,570,10 Seats available,Ghumarwin To Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Hrtc
Northern Travels,Volvo A/C Semi Sleeper (2+2),23:14,1:15,3.1,02h 01m,1044,41 Seats available,Ghumarwin To Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Hrtc
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:15,2:05,4.8,02h 50m,620,11 Seats available,Ghumarwin To Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Hrtc
HRTC - 1017,Ordinary 3+2 Non AC Seater,12:50,6:00,3.3,17h 10m,876,35 Seats available,Chamba Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Hrtc
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,8:30,4.1,17h 30m,907,34 Seats available,Chamba Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Hrtc
HRTC - 1024,A/C Executive (2+3),16:20,8:35,3.3,16h 15m,1062,38 Seats available,Chamba Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Hrtc
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,9:00,4,15h 20m,1704,10 Seats available,Chamba Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),21:15,4:30,3.5,07h 15m,583,29 Seats available,Chandigarh To Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Hrtc
Metahills holidays,Scania A/C Semi Sleeper (2+2),22:21,4:50,3.2,06h 29m,585.71,35 Seats available,Chandigarh To Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Hrtc
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,6:00,4.1,07h 35m,438,33 Seats available,Chandigarh To Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,4:15,4.9,05h 25m,499,36 Seats available,Chandigarh To Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Hrtc
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),21:30,3:15,4.7,05h 45m,606,23 Seats available,Manali To Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,3:30,4.6,05h 30m,799,19 Seats available,Manali To Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:00,23:00,4.5,07h 00m,699,17 Seats available,Manali To Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Hrtc
AdGLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),19:45,4:45,3.5,09h 00m,481,37 Seats available,Manali To Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Hrtc
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,6:45,4.8,07h 45m,791,3 Seats available,Delhi To Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,Hrtc
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),22:35,6:20,4.5,07h 45m,990,7 Seats available,Delhi To Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,Hrtc
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,6:30,4.2,07h 00m,1199,3 Seats available,Delhi To Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),10:00,17:00,3.7,07h 00m,493,22 Seats available,Delhi To Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,5:30,4.7,06h 00m,499,26 Seats available,Chandigarh To Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Hrtc
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:30,5:20,4.6,05h 50m,455,24 Seats available,Chandigarh To Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,5:00,4.6,06h 10m,499,35 Seats available,Chandigarh To Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Hrtc
AdGLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,7:00,3.7,08h 35m,438,33 Seats available,Chandigarh To Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Hrtc
KRISHNA TRANSPORT SHIMLA,NON A/C Seater Push Back (2+2),10:00,17:15,4.2,07h 15m,550,26 Seats available,Kullu To Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla,Hrtc
HRTC - 1402,Ordinary 3+2 Non AC Seater,13:00,21:00,4,08h 00m,409,37 Seats available,Jassur To Chandigarh,https://www.redbus.in/bus-tickets/jassur-to-chandigarh,Hrtc
HRTC - 1405,Ordinary 3+2 Non AC Seater,14:40,23:45,3.9,09h 05m,488,27 Seats available,Jassur To Chandigarh,https://www.redbus.in/bus-tickets/jassur-to-chandigarh,Hrtc
HRTC - 1403,Ordinary 3+2 Non AC Seater,15:40,23:40,3.9,08h 00m,403,37 Seats available,Jassur To Chandigarh,https://www.redbus.in/bus-tickets/jassur-to-chandigarh,Hrtc
HRTC - 1414,Ordinary 3+2 Non AC Seater,16:26,23:59,3.9,07h 33m,409,37 Seats available,Jassur To Chandigarh,https://www.redbus.in/bus-tickets/jassur-to-chandigarh,Hrtc
HRTC - 1455,A/C Executive (2+3),17:10,23:55,3.9,06h 45m,473,29 Seats available,Jassur To Chandigarh,https://www.redbus.in/bus-tickets/jassur-to-chandigarh,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,20:30,4.8,03h 30m,799,22 Seats available,Sundernagar Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),18:00,21:00,3.5,03h 00m,673,28 Seats available,Sundernagar Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),18:30,21:30,3.5,03h 00m,673,35 Seats available,Sundernagar Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),19:00,22:20,3.5,03h 20m,673,35 Seats available,Sundernagar Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Hrtc
HRTC - 900,Ordinary 3+2 Non AC Seater,17:40,23:00,3.3,05h 20m,341,27 Seats available,Chandigarh To Sarkaghat,https://www.redbus.in/bus-tickets/chandigarh-to-sarkaghat,Hrtc
HRTC - 1508,Ordinary 3+2 Non AC Seater,19:00,1:05,3.9,06h 05m,354,37 Seats available,Chandigarh To Sarkaghat,https://www.redbus.in/bus-tickets/chandigarh-to-sarkaghat,Hrtc
HRTC - 1503,Ordinary 3+2 Non AC Seater,20:00,2:00,4.5,06h 00m,335,36 Seats available,Chandigarh To Sarkaghat,https://www.redbus.in/bus-tickets/chandigarh-to-sarkaghat,Hrtc
HRTC - 1502,Ordinary 3+2 Non AC Seater,22:30,5:00,4.1,06h 30m,328,37 Seats available,Chandigarh To Sarkaghat,https://www.redbus.in/bus-tickets/chandigarh-to-sarkaghat,Hrtc
HRTC - 534,Ordinary 3+2 Non AC Seater,23:15,5:20,4.3,06h 05m,357,37 Seats available,Chandigarh To Sarkaghat,https://www.redbus.in/bus-tickets/chandigarh-to-sarkaghat,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,6:30,4.6,07h 30m,999,23 Seats available,Delhi To Bilaspur Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,5:00,4.6,07h 00m,899,15 Seats available,Delhi To Bilaspur Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Hrtc
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),22:40,6:00,4.5,07h 20m,899,45 Seats available,Delhi To Bilaspur Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,4:30,4.6,07h 30m,799,19 Seats available,Delhi To Bilaspur Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Hrtc
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,5:35,4.6,09h 30m,633,26 Seats available,Kangra To Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Hrtc
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,5:45,4.8,09h 45m,665,21 Seats available,Kangra To Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,5:00,4.8,09h 50m,699,25 Seats available,Kangra To Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Hrtc
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,5:30,4.8,09h 45m,621,15 Seats available,Kangra To Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Hrtc
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,6:30,4.3,09h 20m,740,22 Seats available,Palampur To Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,Hrtc
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:05,6:40,4.3,10h 35m,646,24 Seats available,Palampur To Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,Hrtc
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:15,6:00,4.7,10h 45m,732,24 Seats available,Palampur To Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,Hrtc
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,7:00,4.5,11h 00m,799,29 Seats available,Delhi To Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Hrtc
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,6:00,4.6,11h 00m,699,25 Seats available,Delhi To Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Hrtc
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,7:00,4.8,11h 00m,874,10 Seats available,Delhi To Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Hrtc
HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,5:20,3.8,11h 15m,637,37 Seats available,Delhi To Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Hrtc
HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,4:10,4.9,08h 56m,600,26 Seats available,Delhi To Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Hrtc
HRTC - 549,A/C Executive (2+3),19:25,6:45,3.3,11h 20m,736,44 Seats available,Delhi To Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Hrtc
HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,7:10,3.1,10h 55m,600,36 Seats available,Delhi To Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Hrtc
HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,6:40,4.5,10h 05m,1148,26 Seats available,Delhi To Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Hrtc
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:15,6:30,4.9,07h 15m,620,11 Seats available,Ghumarwin To Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Hrtc
Northern Travels,Volvo A/C Semi Sleeper (2+2),22:50,5:30,4.2,06h 40m,570,10 Seats available,Ghumarwin To Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Hrtc
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,6:40,4.4,07h 10m,646,24 Seats available,Ghumarwin To Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Hrtc
Northern Travels,Volvo A/C Semi Sleeper (2+2),23:14,5:45,4.2,06h 31m,1044,41 Seats available,Ghumarwin To Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Hrtc
HRTC - 710,Himmani Deluxe 2+2 Non AC Seater,18:20,4:30,3.6,10h 10m,641,27 Seats available,Manali To Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,Hrtc
HRTC - 726,Ordinary 3+2 Non AC Seater,19:20,4:30,3.7,09h 10m,583,27 Seats available,Manali To Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,Hrtc
HRTC - 155,Himsuta AC Seater Volvo/Scania 2+2,21:00,6:10,3.9,09h 10m,963,28 Seats available,Manali To Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,Hrtc
HRTC - 718,Ordinary 3+2 Non AC Seater,21:30,6:35,3.3,09h 05m,583,39 Seats available,Manali To Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,Hrtc
HRTC - 6649,Ordinary 3+2 Non AC Seater,13:15,20:30,3.3,07h 15m,325,41 Seats available,Baddi Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Hrtc
HRTC - 6709,Ordinary 3+2 Non AC Seater,19:30,2:40,3.5,07h 10m,325,30 Seats available,Baddi Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Hrtc
HRTC - 6639,A/C Executive (2+3),20:45,3:30,3.7,06h 45m,430,39 Seats available,Baddi Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Hrtc
Mahalaxmi Travels,A/C Seater (2+2),9:45,13:30,3.8,03h 45m,300,20 Seats available,Tezpur To Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Astc
Aziba Travels,NON A/C Seater (2+1),9:45,14:10,3.4,04h 25m,347,15 Seats available,Tezpur To Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Astc
Pranjit Travels (Under ASTC),Non AC Seater (2+1),10:30,15:45,3.8,05h 15m,450,10 Seats available,Tezpur To Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Astc
Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:30,16:15,4.4,04h 45m,397.08,16 Seats available,Tezpur To Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Astc
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,15:00,4.1,05h 00m,357,25 Seats available,Guwahati To Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Astc
Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),10:30,15:25,3.1,04h 55m,347,19 Seats available,Guwahati To Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Astc
Upasana Travels (Under ASTC),Non AC Seater (2+2),11:00,15:00,3.2,04h 00m,290,19 Seats available,Guwahati To Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Astc
Orient Transline,A/C Seater (2+1),11:30,15:50,4.3,04h 20m,380.95,12 Seats available,Guwahati To Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Astc
Orient Transline,A/C Seater (2+1),13:00,17:10,4.2,04h 10m,380.95,16 Seats available,Guwahati To Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Astc
NETWORK TRAVELS,NON A/C Seater (2+2),10:00,14:30,3.8,04h 30m,350,40 Seats available,Nagaon To Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Astc
Mahalaxmi Travels,A/C Seater (2+2),10:55,13:30,3.8,02h 35m,290,24 Seats available,Nagaon To Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Astc
TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),12:15,14:30,3.5,02h 15m,420,19 Seats available,Nagaon To Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Astc
JOY HANUMAN,Non AC Seater (2+2),13:30,16:30,3.1,03h 00m,200,8 Seats available,Nagaon To Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Astc
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,17:00,4.4,02h 30m,283.63,13 Seats available,Nagaon To Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Astc
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,13:30,3.3,03h 30m,360,31 Seats available,Guwahati To Nagaon,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Astc
Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),10:30,13:50,3.5,03h 20m,322,26 Seats available,Guwahati To Nagaon,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Astc
MAA Anada (UNDER ASTC),AC Seater (2+2),10:35,13:00,3.4,02h 25m,247.5,40 Seats available,Guwahati To Nagaon,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Astc
Orient Transline,A/C Seater (2+1),11:30,14:25,4.6,02h 55m,333.33,13 Seats available,Guwahati To Nagaon,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Astc
Balaji Tours And Travels,NON A/C Seater (2+2),10:45,14:45,1,04h 00m,162,32 Seats available,Goalpara To Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Astc
Balaji Tours And Travels,NON A/C Seater Push Back (2+2),11:15,15:35,1,04h 20m,162,41 Seats available,Goalpara To Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Astc
Balaji Tours And Travels,NON A/C Seater (2+2),12:00,16:20,1,04h 20m,162,33 Seats available,Goalpara To Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Astc
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,3:30,3.3,07h 30m,347,31 Seats available,Dhubri To Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Astc
Yatra,Non AC Seater (2+2),20:15,3:30,2.3,07h 15m,350,40 Seats available,Dhubri To Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Astc
Yatra,Non AC Seater (2+2),11:15,18:45,1.5,07h 30m,300,41 Seats available,Dhubri To Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Astc
Rizwan Travels,Non AC Seater (2+2),12:15,19:15,2.2,07h 00m,300,45 Seats available,Dhubri To Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Astc
Assam State Transport Corporation (ASTC) - 150574,Bharat Benz A/C Seater (2+2),12:00,19:00,3.8,07h 00m,410,29 Seats available,Guwahati To Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Astc
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),10:00,17:30,3.3,07h 30m,347,38 Seats available,Guwahati To Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Astc
Rizwan Travels,A/C Seater (2+2),13:30,20:30,2,07h 00m,360,30 Seats available,Guwahati To Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Astc
Priyanka,Non AC Seater (2+1),19:00,5:30,3.1,10h 30m,600,30 Seats available,Jorhat To North Lakhimpur,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Astc
Aniruddha Travels,AC Seater (2+2),11:45,17:30,3.7,05h 45m,500,26 Seats available,Jorhat To Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Astc
Aroti Travels (Under ASTC),Non AC Seater (2+2),12:20,17:50,3.6,05h 30m,360,27 Seats available,Jorhat To Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Astc
Christina Travels,NON A/C Seater (2+2),12:30,18:00,4,05h 30m,450,30 Seats available,Jorhat To Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Astc
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,18:30,4.5,05h 00m,648.93,5 Seats available,Jorhat To Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Astc
Atlanta Travels,Volvo A/C Seater (2+2),12:45,18:15,New,05h 30m,540,37 Seats available,Jorhat To Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Astc
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,4:00,3.7,08h 30m,570,28 Seats available,Tezpur To Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Astc
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,4:30,3.3,08h 30m,585,18 Seats available,Tezpur To Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Astc
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,5:00,3.9,07h 30m,600,30 Seats available,Tezpur To Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Astc
Puja Transport,Non AC Seater (2+2),20:00,5:00,2.9,09h 00m,540,19 Seats available,Tezpur To Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Astc
J.S. Travels,Non AC Seater (2+1),20:30,4:00,2.5,07h 30m,550,32 Seats available,Tezpur To Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Astc
NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),17:00,23:00,3.8,06h 00m,450,41 Seats available,Tinsukia To Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Astc
Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:30,0:15,3,05h 45m,602,34 Seats available,Tinsukia To Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Astc
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,16:30,4.2,06h 30m,467,30 Seats available,Guwahati To Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Astc
Orient Transline,A/C Seater (2+1),11:30,17:10,4.4,05h 40m,476.19,20 Seats available,Guwahati To Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Astc
Orient Transline,A/C Seater (2+1),13:00,19:10,4.2,06h 10m,476.19,20 Seats available,Guwahati To Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Astc
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,19:20,4.5,05h 05m,477,34 Seats available,Guwahati To Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Astc
Yatra Travels,NON A/C Seater (2+1),18:00,1:30,3.2,07h 30m,495,32 Seats available,Guwahati To Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Astc
Yatra Travels,NON A/C Seater (2+1),10:30,17:00,4.3,06h 30m,495,5 Seats available,Biswanath Charali To Guwahati,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Astc
Pranjit Travels (Under ASTC),Non AC Seater (2+1),10:45,16:45,3.8,06h 00m,500,18 Seats available,Biswanath Charali To Guwahati,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Astc
Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:00,16:15,4.6,05h 15m,541.16,15 Seats available,Biswanath Charali To Guwahati,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Astc
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,3:00,3.2,07h 00m,450,31 Seats available,Biswanath Charali To Guwahati,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Astc
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:30,3:15,4.3,06h 45m,450,21 Seats available,Biswanath Charali To Guwahati,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Astc
Air Bus Travels,NON AC Seater / Sleeper 2+1,18:30,2:00,3.2,07h 30m,600,41 Seats available,Biswanath Charali To Dibrugarh,https://www.redbus.in/bus-tickets/biswanath-charali-to-dibrugarh,Astc
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:45,4:00,3.1,08h 15m,570,38 Seats available,Dibrugarh To Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Astc
